ticker,interval,days,p1,p2,p3,GRAD1_BUY_Z_MIN,GRAD1_SELL_Z_MIN,GRAD1_BUY_WIN_DAYS,GRAD1_SELL_WIN_DAYS,SPACING_Z_MIN_12,SPACING_Z_MIN_23,SPACING_WIN_DAYS_12,SPACING_WIN_DAYS_23,MICRO_NRG_MODEL,MICRO_NRG_WIN_DAYS,MICRO_NRG_MIN_12,MICRO_NRG_MIN_23,PHASE_BUY_PORTIONS,PHASE_SELL_PORTIONS,FINAL_PORTION_PCT,COOLDOWN,MACRO_INTERVAL,MACRO_P1,MACRO_P2,MACRO_P3,MACRO_NRG_WIN_DAYS,MACRO_NRG_Z_MIN,MACRO_NRG_Z_MAX,MACRO_DYN_PCT_MIN,MACRO_DYN_PCT_MAX,MACRO_GRAD_WIN_DAYS,MACRO_GRAD_Z_MIN,MACRO_GRAD_Z_MAX,MACRO_MULT_GRAD_MIN,MACRO_MULT_GRAD_MAX,MACRO_BUY_MULT_BULL,MACRO_BUY_MULT_BEAR,MACRO_BUY_MULT_REV,MACRO_BUY_MULT_ROLL,MACRO_SELL_MULT_BULL,MACRO_SELL_MULT_BEAR,MACRO_SELL_MULT_REV,MACRO_SELL_MULT_ROLL,TAX_MODE,ANNUAL_INCOME_BASE,PROFIT_SWEEP_INTERVAL,PROFIT_SWEEP_SHARE,preTaxEdge,postTaxEdge,netPctVsHodl,simValue,simPostTax,benchValue,benchPostTax,trades,fees,tax,lockedProfit,potentialProfit,potentialProfitBench,netAfterTaxProfit,netAfterTaxProfitBench,grossEdgeVsBench,netEdgeVsBench,edgeVsBench,sharpe,sortino,mdd,cagr,sharpe4w,sortino4w,sharpe13w,sortino13w,sharpe4wAbs,sortino4wAbs,sharpe13wAbs,sortino13wAbs,scoreMetric
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,8,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2184.024505,1880.982427,15.608704,11894.012986,11225.591818,9709.988481,9709.988481,62,68.25576,668.421168,0.0,1894.012986,-290.011519,1590.970908,-290.011519,2184.024505,1880.982427,2184.024505,0.603909,0.786996,0.47677,0.19326,1.24795,1.725622,0.696854,0.933166,0.529125,0.752876,0.262422,0.333077,2184.024505
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2658.018828,2279.137659,21.647287,12368.007309,11811.937545,9709.988481,9709.988481,73,88.594082,556.069764,0.0,2368.007309,-290.011519,1989.12614,-290.011519,2658.018828,2279.137659,2658.018828,0.690494,0.873399,0.359455,0.241436,0.724703,1.044093,0.336846,0.452517,0.849361,1.194318,0.336179,0.437788,2658.018828
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2652.158651,2274.21511,21.597515,12362.147132,11807.104716,9709.988481,9709.988481,73,88.847401,555.042416,0.0,2362.147132,-290.011519,1984.203591,-290.011519,2652.158651,2274.21511,2652.158651,0.691018,0.874481,0.356562,0.24084,0.734629,1.078311,0.360027,0.480364,0.843635,1.190884,0.362244,0.477717,2652.158651
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2983.674734,2552.68862,24.354184,12693.663215,12074.776913,9709.988481,9709.988481,71,87.079887,618.886302,0.0,2693.663215,-290.011519,2262.677101,-290.011519,2983.674734,2552.68862,2983.674734,0.754657,0.945051,0.333016,0.274549,0.66079,0.943595,0.383023,0.508318,0.893296,1.257441,0.384565,0.471559,2983.674734
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2969.670751,2540.925274,24.235344,12679.659232,12063.237575,9709.988481,9709.988481,71,87.292342,616.421657,0.0,2679.659232,-290.011519,2250.913755,-290.011519,2969.670751,2540.925274,2969.670751,0.754516,0.945342,0.33041,0.273125,0.650326,0.940167,0.401824,0.537297,0.893954,1.25854,0.400876,0.498555,2969.670751
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1761.825222,1526.33503,13.670801,11471.813703,11037.421646,9709.988481,9709.988481,70,81.792461,434.392057,0.0,1471.813703,-290.011519,1236.323511,-290.011519,1761.825222,1526.33503,1761.825222,0.531267,0.667324,0.375495,0.15037,0.721964,1.039832,0.292663,0.383989,0.784492,1.119504,0.250236,0.315805,1761.825222
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1583.407216,1376.463904,12.165945,11293.395697,10891.300346,9709.988481,9709.988481,70,81.217431,402.095351,0.0,1293.395697,-290.011519,1086.452385,-290.011519,1583.407216,1376.463904,1583.407216,0.499075,0.625421,0.372642,0.132251,0.709601,1.055561,0.317003,0.415951,0.724823,1.031373,0.277705,0.35188,1583.407216
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2544.482623,2183.767246,20.566743,12254.471104,11707.016855,9709.988481,9709.988481,67,80.575987,547.454249,0.0,2254.471104,-290.011519,1893.755727,-290.011519,2544.482623,2183.767246,2544.482623,0.67923,0.849433,0.327117,0.229894,0.671436,0.969463,0.407722,0.557971,0.917334,1.286258,0.388673,0.500242,2544.482623
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2329.477488,2003.162933,18.726171,12039.465969,11528.297556,9709.988481,9709.988481,67,79.994524,511.168413,0.0,2039.465969,-290.011519,1713.151414,-290.011519,2329.477488,2003.162933,2329.477488,0.639948,0.798182,0.324763,0.208041,0.566432,0.832219,0.425475,0.584006,0.850803,1.196308,0.405418,0.532743,2329.477488
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2370.453421,2037.582717,18.832632,12080.441902,11538.634914,9709.988481,9709.988481,61,75.138417,541.806988,0.0,2080.441902,-290.011519,1747.571198,-290.011519,2370.453421,2037.582717,2370.453421,0.639619,0.790962,0.365724,0.212206,0.601623,0.849706,0.322137,0.443787,0.797185,1.126703,0.317777,0.419874,2370.453421
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1732.6793,1501.852455,13.350298,11442.667781,11006.300905,9709.988481,9709.988481,60,71.367385,436.366876,0.0,1442.667781,-290.011519,1211.840936,-290.011519,1732.6793,1501.852455,1732.6793,0.526459,0.649614,0.364775,0.14741,0.513718,0.72002,0.314924,0.419778,0.686608,0.951536,0.296556,0.388475,1732.6793
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2903.779126,2485.576309,23.126528,12613.767607,11955.571665,9709.988481,9709.988481,63,77.981772,658.195942,0.0,2613.767607,-290.011519,2195.56479,-290.011519,2903.779126,2485.576309,2903.779126,0.726816,0.896402,0.345399,0.266424,0.657657,0.927194,0.443225,0.60019,0.878094,1.237939,0.473093,0.63793,2903.779126
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2228.099038,1918.005035,17.290916,11938.087519,11388.934457,9709.988481,9709.988481,62,73.919421,549.153062,0.0,1938.087519,-290.011519,1627.993516,-290.011519,2228.099038,1918.005035,2228.099038,0.612336,0.753982,0.344419,0.197739,0.55223,0.781744,0.4325,0.582726,0.768717,1.070768,0.457608,0.61968,2228.099038
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2231.025516,1920.463276,17.023368,11941.013997,11362.95556,9709.988481,9709.988481,73,67.182185,578.058437,0.0,1941.013997,-290.011519,1630.451757,-290.011519,2231.025516,1920.463276,2231.025516,0.601863,0.782657,0.44354,0.198036,0.664102,0.969514,0.293997,0.38449,0.51585,0.735162,0.150327,0.20224,2231.025516
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2224.553947,1915.027159,16.986605,11934.542428,11359.385858,9709.988481,9709.988481,73,67.297536,575.15657,0.0,1934.542428,-290.011519,1625.01564,-290.011519,2224.553947,1915.027159,2224.553947,0.600959,0.782197,0.441705,0.197379,0.675316,0.996018,0.315266,0.414181,0.510979,0.725768,0.167148,0.226149,2224.553947
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2551.416088,2189.591357,19.76133,12261.404569,11628.811328,9709.988481,9709.988481,71,66.795037,632.593241,0.0,2261.404569,-290.011519,1899.579838,-290.011519,2551.416088,2189.591357,2551.416088,0.648045,0.837155,0.419418,0.230599,0.589837,0.85532,0.356373,0.47636,0.528842,0.753335,0.200191,0.258902,2551.416088
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2540.50192,2180.423456,19.686931,12250.490401,11621.587221,9709.988481,9709.988481,71,66.892223,628.90318,0.0,2250.490401,-290.011519,1890.411937,-290.011519,2540.50192,2180.423456,2540.50192,0.646846,0.836398,0.417704,0.22949,0.585282,0.84083,0.372463,0.496267,0.524509,0.748142,0.214198,0.277754,2540.50192
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1500.629013,1306.930214,10.723052,11210.617494,10751.195606,9709.988481,9709.988481,70,62.589707,459.421888,0.0,1210.617494,-290.011519,1016.918695,-290.011519,1500.629013,1306.930214,1500.629013,0.496922,0.643181,0.454197,0.123845,0.656921,0.95416,0.253706,0.334034,0.509965,0.722014,0.109109,0.142737,1500.629013
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1376.010008,1202.25025,9.644153,11085.998489,10646.434589,9709.988481,9709.988481,70,62.273051,439.5639,0.0,1085.998489,-290.011519,912.238731,-290.011519,1376.010008,1202.25025,1376.010008,0.478335,0.618161,0.452369,0.111193,0.655904,0.984726,0.268831,0.358285,0.47259,0.659071,0.125851,0.169449,1376.010008
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2129.88889,1835.508511,16.247014,11839.877371,11287.571668,9709.988481,9709.988481,67,61.976181,552.305703,0.0,1839.877371,-290.011519,1545.496992,-290.011519,2129.88889,1835.508511,2129.88889,0.587383,0.758712,0.415705,0.18776,0.598721,0.860521,0.365393,0.493457,0.53431,0.767097,0.209837,0.272246,2129.88889
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1983.836825,1712.824776,14.968145,11693.825306,11163.393681,9709.988481,9709.988481,67,61.681209,530.431625,0.0,1693.825306,-290.011519,1422.813257,-290.011519,1983.836825,1712.824776,1983.836825,0.565815,0.729571,0.414075,0.172921,0.500709,0.723471,0.377731,0.50988,0.497006,0.70613,0.224886,0.292307,1983.836825
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2013.228742,1737.513986,15.179506,11723.217223,11183.916806,9709.988481,9709.988481,61,58.18198,539.300417,0.0,1723.217223,-290.011519,1447.502467,-290.011519,2013.228742,1737.513986,2013.228742,0.571023,0.733409,0.445648,0.175907,0.529665,0.74482,0.262979,0.345044,0.464721,0.646046,0.140694,0.183932,2013.228742
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1542.439398,1342.050937,11.049884,11252.427879,10782.930937,9709.988481,9709.988481,60,55.666362,469.496942,0.0,1252.427879,-290.011519,1052.039418,-290.011519,1542.439398,1342.050937,1542.439398,0.502225,0.644162,0.445043,0.128091,0.44666,0.635079,0.257866,0.339371,0.405998,0.577013,0.138042,0.178916,1542.439398
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2429.517806,2087.1968,18.579721,12139.506287,11514.077255,9709.988481,9709.988481,63,60.030379,625.429032,0.0,2139.506287,-290.011519,1797.185281,-290.011519,2429.517806,2087.1968,2429.517806,0.629721,0.808244,0.42845,0.218209,0.581633,0.820268,0.384999,0.517717,0.516135,0.726368,0.208561,0.276702,2429.517806
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,8,8,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1935.786548,1672.462543,14.238304,11645.775029,11092.526153,9709.988481,9709.988481,62,57.360035,553.248876,0.0,1645.775029,-290.011519,1382.451024,-290.011519,1935.786548,1672.462543,1935.786548,0.56048,0.718552,0.427829,0.16804,0.486346,0.687702,0.382812,0.511536,0.455168,0.630109,0.208964,0.269767,1935.786548
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2438.283024,2094.559583,19.05255,12148.271505,11559.988924,9709.988481,9709.988481,70,106.502537,588.282581,0.0,2148.271505,-290.011519,1804.548064,-290.011519,2438.283024,2094.559583,2438.283024,0.631382,0.804495,0.429571,0.2191,1.289867,1.8003,0.51903,0.632776,0.827022,1.170193,0.31243,0.393967,2438.283024
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1898.696464,1641.306873,14.500154,11608.684945,11117.951762,9709.988481,9709.988481,69,100.520854,490.733183,0.0,1608.684945,-290.011519,1351.295354,-290.011519,1898.696464,1641.306873,1898.696464,0.553488,0.705069,0.456939,0.164272,1.207544,1.680901,0.33466,0.412003,0.796118,1.124611,0.225553,0.278794,1898.696464
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,3153.804063,2695.597256,25.055416,12863.792544,12142.866444,9709.988481,9709.988481,68,107.596282,720.9261,0.0,2863.792544,-290.011519,2405.585737,-290.011519,3153.804063,2695.597256,3153.804063,0.733937,0.931318,0.3937,0.291852,1.406099,2.005015,0.770082,0.999067,0.982432,1.381951,0.46367,0.572978,3153.804063
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2619.932768,2247.145368,20.553219,12329.921249,11705.703709,9709.988481,9709.988481,67,101.715187,624.21754,0.0,2329.921249,-290.011519,1957.133849,-290.011519,2619.932768,2247.145368,2619.932768,0.658521,0.83561,0.420531,0.237564,1.363662,1.954722,0.624778,0.783488,0.918686,1.294324,0.375697,0.469707,2619.932768
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2240.868848,1928.731675,17.333046,11950.857329,11393.025275,9709.988481,9709.988481,68,100.832818,557.832054,0.0,1950.857329,-290.011519,1638.720156,-290.011519,2240.868848,1928.731675,2240.868848,0.602987,0.773506,0.449894,0.199037,1.349281,1.884886,0.339139,0.408901,0.796668,1.1176,0.205784,0.26143,2240.868848
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1519.650296,1322.908092,11.302617,11229.638777,10807.471338,9709.988481,9709.988481,67,94.232325,422.167439,0.0,1229.638777,-290.011519,1032.896573,-290.011519,1519.650296,1322.908092,1519.650296,0.500053,0.639625,0.476255,0.125777,1.225962,1.749659,0.168375,0.210165,0.699051,0.99467,0.105975,0.139241,1519.650296
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,3691.433708,3147.206158,29.989096,13401.422189,12621.92624,9709.988481,9709.988481,65,103.328572,779.495949,0.0,3401.422189,-290.011519,2857.194639,-290.011519,3691.433708,3147.206158,3691.433708,0.809021,1.044072,0.389341,0.346551,1.366511,1.957908,0.774911,1.056437,1.032883,1.462125,0.422986,0.535837,3691.433708
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,5,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2996.60898,2563.553386,24.123129,12706.597461,12052.341482,9709.988481,9709.988481,64,97.994504,654.255979,0.0,2706.597461,-290.011519,2273.541867,-290.011519,2996.60898,2563.553386,2996.60898,0.711908,0.916053,0.410472,0.275864,1.235579,1.802101,0.701441,0.93445,0.889486,1.271016,0.36931,0.450789,2996.60898
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2232.934678,1922.066973,17.575491,11942.923159,11416.566637,9709.988481,9709.988481,57,88.740636,526.356522,0.0,1942.923159,-290.011519,1632.055454,-290.011519,2232.934678,1922.066973,2232.934678,0.602241,0.769949,0.44295,0.19823,1.231283,1.700499,0.452619,0.544801,0.850991,1.202811,0.287887,0.36227,2232.934678
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1159.542923,1020.417898,8.442146,10869.531404,10529.719892,9709.988481,9709.988481,56,81.631954,339.811512,0.0,869.531404,-290.011519,730.406379,-290.011519,1159.542923,1020.417898,1159.542923,0.439369,0.557437,0.44221,0.08922,1.128369,1.522231,0.438193,0.538551,0.733584,1.033121,0.275688,0.356544,1159.542923
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2866.783626,2454.500089,22.670554,12576.772107,11911.296674,9709.988481,9709.988481,59,91.687826,665.475433,0.0,2576.772107,-290.011519,2164.48857,-290.011519,2866.783626,2454.500089,2866.783626,0.691509,0.881517,0.422073,0.262662,1.273512,1.774653,0.705534,0.940849,0.911159,1.282136,0.347436,0.421403,2866.783626
LINKUSDT,1h,820,12,20,55,0.4,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,5,0.5,10,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1741.948827,1509.638858,13.117387,11451.937308,10983.685224,9709.988481,9709.988481,58,84.142682,468.252084,0.0,1451.937308,-290.011519,1219.627339,-290.011519,1741.948827,1509.638858,1741.948827,0.530031,0.671077,0.421044,0.148351,1.134914,1.572793,0.704588,0.938277,0.808374,1.134228,0.348194,0.434069,1741.948827
LINKUSDT,1h,820,12,20,55,0.2,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1929.662666,1667.318482,13.831658,11639.651147,11053.040883,9709.988481,9709.988481,70,76.632441,586.610264,0.0,1639.651147,-290.011519,1377.306963,-290.011519,1929.662666,1667.318482,1929.662666,0.57019,0.74528,0.496308,0.167418,1.260636,1.764481,0.43744,0.533918,0.531635,0.756255,0.155398,0.20497,1929.662666
LINKUSDT,1h,820,12,20,55,0.2,1.0,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,1588.784666,1380.980962,10.980302,11298.773147,10776.174556,9709.988481,9709.988481,69,73.32983,522.598591,0.0,1298.773147,-290.011519,1090.969443,-290.011519,1588.784666,1380.980962,1588.784666,0.526992,0.689398,0.512181,0.132797,1.189627,1.659171,0.285123,0.347039,0.505459,0.71551,0.103573,0.136298,1588.784666
LINKUSDT,1h,820,12,20,55,0.4,0.8,90,90,0.0,0.0,7,7,sum,7,-12.0,-12.0,5,8,0.5,3,1d,7,7,180,90,0.0,0.8,3.5,17.0,90,0.0,1.0,0.1,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,income,36000.0,month,0.0,2506.037418,2151.473274,18.720191,12216.025899,11527.716911,9709.988481,9709.988481,68,77.708978,688.308988,0.0,2216.025899,-290.011519,1861.461755,-290.011519,2506.037418,2151.473274,2506.037418,0.640094,0.834303,0.469587,0.225986,1.365606,1.967256,0.73187,0.945702,0.610387,0.86008,0.26579,0.345646,2506.037418
